ID	Value1	Value2	Value3	OrderField	Active
834	Moeraswederik	Lysimachia thyrsiflora L.	NA	NA	1
835	Moerasweegbree	Baldellia ranunculoides (L.) Parl.	NA	NA	1
836	Moeraswespeorchis	Epipactis palustris (L.) Crantz	NA	NA	1
837	Moeraswolfsklauw	Lycopodiella inundata (L.) Holub	NA	NA	1
838	Moeraszegge	Carex acutiformis Ehrh.	NA	NA	1
839	Moeraszoutgras	Triglochin palustre L.	NA	NA	1
840	Moeraszuring	Rumex palustris Smith	NA	NA	1
841	Moesdistel	Cirsium oleraceum (L.) Scop.	NA	NA	1
842	Moeslook	Allium oleraceum L.	NA	NA	1
843	Mosbloempje	Crassula tillaea Lester-Garland	NA	NA	1
844	Mottekruid	Verbascum blattaria L.	NA	NA	1
845	Muisdoorn	Ruscus aculeatus L.	NA	NA	1
846	Muizenoor	Hieracium pilosella L.	NA	NA	1
847	Muizenstaart	Myosurus minimus L.	NA	NA	1
848	Muskuskaasjeskruid	Malva moschata L.	NA	NA	1
849	Muskuskruid	Adoxa moschatellina L.	NA	NA	1
850	Muurbloem	Erysimum cheiri (L.) Crantz	NA	NA	1
851	Muurbloemmosterd	Coincya monensis (L.) Greuter et Burdet	NA	NA	1
852	Muurduivekervel	Fumaria muralis Sond. ex Koch	NA	NA	1
853	Muurfijnstraal	Erigeron karvinskianus DC.	NA	NA	1
854	Muurganzenvoet	Chenopodium murale L.	NA	NA	1
855	Muurhavikskruid	Hieracium murorum L.	NA	NA	1
856	Muurleeuwenbek	Cymbalaria muralis Gaertn., B. Mey. et S	NA	NA	1
857	Muurpeper	Sedum acre L.	NA	NA	1
858	Muursla	Mycelis muralis (L.) Dum.	NA	NA	1
859	Muurvaren	Asplenium ruta-muraria L.	NA	NA	1
860	Naakte lathyrus	Lathyrus aphaca L.	NA	NA	1
861	Naaldekervel	Scandix pecten-veneris L.	NA	NA	1
862	Naaldwaterbies	Eleocharis acicularis (L.) Roem. et Schu	NA	NA	1
863	Nachtkoekoeksbloem	Silene noctiflora L.	NA	NA	1
864	Nachtsilene	Silene nutans L.	NA	NA	1
865	Nerfamarant	Amarathus blitoides S. Watson	NA	NA	1
866	Noordse streepvaren	Asplenium septentrionale (L.) Hoffmann	NA	NA	1
867	Noorse esdoorn	Acer platanoides L.	NA	NA	1
868	Noorse ganzerik	Potentilla norvegica L.	NA	NA	1
869	Oenothera deflexa Gates	Oenothera deflexa Gates	NA	NA	1
870	Oeverdistel	Cirsium rivulare (Jacq.) All.	NA	NA	1
871	Oeverkruid	Littorella uniflora (L.) Aschers.	NA	NA	1
872	Oeverzegge	Carex riparia Curt.	NA	NA	1
873	Onbekend loofhout	Loofhout species	NA	NA	1
874	Onbekend naaldhout	Naaldhout species	NA	NA	1
875	Onbekende boomsoort	Onbekende boomsoort	NA	NA	1
876	Onbekende kruidsoort	Kruidsoort species	NA	NA	1
877	Onderaardse klaver	Trifolium subterraneum L.	NA	NA	1
878	Ondergedoken moerasscherm	Apium inundatum (L.) Reichenb. f.	NA	NA	1
879	Ongelijkbladig fonteinkruid	Potamogeton gramineus L.	NA	NA	1
880	Oostenrijkse en Pyreneese raket	Sisymbrium austriacum Jacq.	NA	NA	1
881	Oostenrijkse kers	Rorippa austriaca (Crantz) Besser	NA	NA	1
882	Oosterse karmozijnbes	Phytolacca esculenta Van Houtte	NA	NA	1
883	Oosterse raket	Sisymbrium orientale L.	NA	NA	1
884	Oot	Avena fatua L.	NA	NA	1
885	Opstijgende steentijm	Calamintha ascendens Jord.	NA	NA	1
886	Oranje havikskruid	Hieracium aurantiacum L.	NA	NA	1
887	Oranjelelie	Lilium bulbiferum L. subsp. croceum (Cha	NA	NA	1
888	Overblijvende hardbloem	Scleranthus perennis L.	NA	NA	1
889	Overblijvende ossentong	Pentaglottis sempervirens (L.) Tausch ex	NA	NA	1
890	Paarbladig fonteinkruid	Groenlandia densa (L.) Fourr.	NA	NA	1
891	Paarbladig goudveil	Chrysosplenium oppositifolium L.	NA	NA	1
892	Paardebloem	Taraxacum Wiggers sectie Subvulgaria Chr	NA	NA	1
893	Paardebloemstreepzaad	Crepis polymorpha Pourr.	NA	NA	1
894	Paardekastanje	Aesculus hippocastanum	NA	NA	1
895	Paarse dovenetel	Lamium purpureum L.	NA	NA	1
896	Paarse schubwortel	Lathraea clandestina L.	NA	NA	1
897	Padderus	Juncus subnodulosus Schrank	NA	NA	1
898	Papegaaiekruid	Amaranthus retroflexus L.	NA	NA	1
899	Parelvederkruid	Myriophyllum aquaticum (Velloso) Verdc.	NA	NA	1
900	Parnassia	Parnassia palustris L.	NA	NA	1
901	Peen	Daucus carota L.	NA	NA	1
902	Penningkruid	Lysimachia nummularia L.	NA	NA	1
903	Penseelbladige waterranonkel	Ranunculus penicillatus (Dum.) Bab.	NA	NA	1
904	Peperkers	Lepidium latifolium L.	NA	NA	1
905	Perzikbladig viooltje	Viola persicifolia Schreb.	NA	NA	1
906	Perzikkruid	Polygonum persicaria L.	NA	NA	1
907	Pijlkruid	Sagittaria sagittifolia L.	NA	NA	1
908	Pijlkruidkers	Cardaria draba (L.) Desv.	NA	NA	1
909	Pijpbloem	Aristolochia clematitis L.	NA	NA	1
910	Pijpenstrootje	Molinia caerulea (L.) Moench	NA	NA	1
911	Pijptorkruid	Oenanthe fistulosa L.	NA	NA	1
912	Pilvaren	Pilularia globulifera L.	NA	NA	1
913	Pilzegge	Carex pilulifera L.	NA	NA	1
914	Pinksterbloem	Cardamine pratensis L.	NA	NA	1
915	Pitrus	Juncus effusus L.	NA	NA	1
916	Plat beemdgras	Poa compressa L.	NA	NA	1
917	Plat blaasjeskruid	Utricularia intermedia Hayne	NA	NA	1
918	Plat fonteinkruid	Potamogeton compressus L.	NA	NA	1
919	Platte bies	Blysmus compressus (L.) Panzer ex Link	NA	NA	1
920	Platte rus	Juncus compressus Jacq.	NA	NA	1
921	Pluimzegge	Carex paniculata L.	NA	NA	1
922	Poelruit	Thalictrum flavum L.	NA	NA	1
923	Polei	Mentha pulegium L.	NA	NA	1
924	Pontische rododendron	Rhododendron ponticum L.	NA	NA	1
925	Poppenorchis	Aceras anthropophorum (L.) Ait. f.	NA	NA	1
926	Populier species	Populus species	NA	NA	1
927	Prachtklokje	Campanula persicifolia L.	NA	NA	1
928	Priemkruid	Subularia aquatica L.	NA	NA	1
929	Puntig fonteinkruid	Potamogeton friesii Rupr.	NA	NA	1
930	Puntkroos	Lemna trisulca L.	NA	NA	1
931	Purperochis	Orchis purpurea Huds.	NA	NA	1
932	Rankende duivekervel	Fumaria capreolata L.	NA	NA	1
933	Rankende helmbloem	Ceratocapnos claviculata (L.) Lid‚n	NA	NA	1
934	Rapunzelklokje	Campanula rapunculus L.	NA	NA	1
935	Ratelpopulier	Populus tremula L.	NA	NA	1
936	Rechte driehoeksvaren	Gymnocarpium robertianum (Hoffmann) Newm	NA	NA	1
937	Rechte ganzerik	Potentilla recta L.	NA	NA	1
938	Reukeloze kamille	Matricaria maritima L.	NA	NA	1
939	Reuzenbalsemien	Impatiens glandulifera Royle	NA	NA	1
940	Reuzenberenklauw	Heracleum mantegazzianum Somm. et Lev.	NA	NA	1
941	Reuzenpaardenstaart	Equisetum telmateia Ehrh.	NA	NA	1
942	Reuzenzwenkgras	Festuca gigantea (L.) Vill.	NA	NA	1
943	Ribes odoratum H.L. Wendl.	Ribes odoratum H.L. Wendl.	NA	NA	1
944	Ribes sanguineum Pursh	Ribes sanguineum Pursh	NA	NA	1
945	Ribes spicatum E. Robson	Ribes spicatum E. Robson	NA	NA	1
946	Ridderzuring	Rumex obtusifolius L.	NA	NA	1
947	Riempjes	Corrigiola litoralis L.	NA	NA	1
948	Riet	Phragmites australis (Cav.) Steud.	NA	NA	1
949	Rietgras	Phalaris arundinacea L.	NA	NA	1
950	Rietorchis	Dactylorhiza praetermissa (Druce) So¢	NA	NA	1
951	Rietzwenkgras	Festuca arundinacea Schreb.	NA	NA	1
952	Rijsbes	Vaccinium uliginosum L.	NA	NA	1
953	Rijstgras	Leersia oryzoides (L.) Swartz	NA	NA	1
954	Rimpelroos	Rosa rugosa Thunb.	NA	NA	1
955	Ringelwikke	Vicia hirsuta (L.) S.F. Gray	NA	NA	1
956	Rivierfonteinkruid	Potamogeton nodosus Poiret	NA	NA	1
957	Rivierkruiskruid	Senecio sarracenicus L.	NA	NA	1
958	Robinia (Gewone)	Robinia pseudoacacia L.	NA	NA	1
959	Rode aardebeispinazie	Chenopodium foliosum Aschers.	NA	NA	1
960	Rode bosbes	Vaccinium vitis-idaea L.	NA	NA	1
961	Rode dophei	Erica cinerea L.	NA	NA	1
962	Rode ganzenvoet	Chenopodium rubrum L.	NA	NA	1
963	Rode kamperfoelie	Lonicera xylosteum L.	NA	NA	1
964	Rode klaver	Trifolium pratense L.	NA	NA	1
965	Rode kornoelje	Cornus sanguinea L.	NA	NA	1
966	Rode ogentroost	Odontites vernus (Bellardi) Dum.	NA	NA	1
967	Rode schijnspurrie	Spergularia rubra (L.) J. et C. Presl	NA	NA	1
968	Rode spoorbloem	Centranthus ruber (L.) DC.	NA	NA	1
969	Rond wintergroen	Pyrola rotundifolia L.	NA	NA	1
970	Ronde ooievaarsbek	Geranium rotundifolium L.	NA	NA	1
971	Ronde zegge	Carex diandra Schrank	NA	NA	1
972	Ronde zonnedauw	Drosera rotundifolia L.	NA	NA	1
973	Rood en blauw guichelheil	Anagallis arvensis L.	NA	NA	1
974	Rood peperboompje	Daphne mezereum L.	NA	NA	1
975	Rood zwenkgras	Festuca rubra L.	NA	NA	1
976	Rosa multiflora Thunb. ex Murray	Rosa multiflora Thunb. ex Murray	NA	NA	1
977	Rosa pseudoscabriuscula	Rosa pseudoscabriuscula	NA	NA	1
978	Rosse vossenstaart	Alopecurus aequalis Sobol.	NA	NA	1
979	Rossig fonteinkruid	Potamogeton alpinus Balb.	NA	NA	1
980	Rossige wilg	Salix atrocinerea Brot.	NA	NA	1
981	Roze vetkruid	Sedum spurium Bieb.	NA	NA	1
982	Rozenkransje	Antennaria dioica (L.) Gaertn.	NA	NA	1
983	Rozetsteenkers	Cardaminopsis arenosa (L.) Hayek	NA	NA	1
984	Rubus laciniatus Willd.	Rubus laciniatus Willd.	NA	NA	1
985	Ruig hertshooi	Hypericum hirsutum L.	NA	NA	1
986	Ruig klokje	Campanula trachelium L.	NA	NA	1
987	Ruig viooltje	Viola hirta L.	NA	NA	1
988	Ruig zoutkruid	Bassia hirsuta (L.) Aschers.	NA	NA	1
989	Ruige anjer	Dianthus armeria L.	NA	NA	1
990	Ruige klaproos	Papaver argemone L.	NA	NA	1
991	Ruige leeuwentand	Leontodon hispidus L.	NA	NA	1
992	Ruige scheefkelk	Arabis hirsuta (L.) Scop.	NA	NA	1
993	Ruige veldbies	Luzula pilosa (L.) Willd.	NA	NA	1
994	Ruige weegbree	Plantago media L.	NA	NA	1
995	Ruige zegge	Carex hirta L.	NA	NA	1
996	Ruw beemdgras	Poa trivialis L.	NA	NA	1
997	Ruw parelzaad	Lithospermum arvense L.	NA	NA	1
998	Ruw vergeet-mij-nietje	Myosotis ramosissima Rochel ex Schult.	NA	NA	1
999	Ruw walstro	Galium uliginosum L.	NA	NA	1
1000	Ruwe berk	Betula pendula Roth	NA	NA	1
1001	Ruwe bies	Scirpus tabernaemontani C.C. Gmel.	NA	NA	1
1002	Ruwe dravik	Bromus ramosus Huds.	NA	NA	1
1003	Ruwe iep	Ulmus glabra Huds.	NA	NA	1
1004	Ruwe klaver	Trifolium scabrum L.	NA	NA	1
1005	Ruwe smeerwortel	Symphytum 'asperum' groep	NA	NA	1
1006	Ruwe smele	Deschampsia cespitosa (L.) Beauv.	NA	NA	1
1007	Sachalinse duizendknoop	Fallopia sachalinensis (F. Schmidt Petro	NA	NA	1
1008	Schaafstro	Equisetum hyemale L.	NA	NA	1
1009	Schaduwgras	Poa nemoralis L.	NA	NA	1
1010	Schaduwkruiskruid	Senecio ovatus (Gaertn., B. Mey. et Sche	NA	NA	1
1011	Schapezuring	Rumex acetosella L.	NA	NA	1
1012	Schedefonteinkruid	Potamogeton pectinatus L.	NA	NA	1
1013	Schedegeelster	Gagea spathacea (Hayne) Salisb.	NA	NA	1
1014	Schermhavikskruid	Hieracium umbellatum L.	NA	NA	1
1015	Schermscheefbloem	Iberis umbellata L.	NA	NA	1
1016	Scherpe boterbloem	Ranunculus acris L.	NA	NA	1
1017	Scherpe fijnstraal	Erigeron acer L.	NA	NA	1
1018	Scherpe zegge	Carex acuta L.	NA	NA	1
1019	Scheve hoornbloem	Cerastium diffusum Pers.	NA	NA	1
1020	Schietwilg	Salix alba L.	NA	NA	1
1021	Schijfkamille	Matricaria discoidea DC.	NA	NA	1
1022	Schijnaardbei	Duchesnea indica (Andrews) Focke	NA	NA	1
1023	Schildereprijs	Veronica scutellata L.	NA	NA	1
1024	Schildzaad	Alyssum alyssoides (L.) L.	NA	NA	1
1025	Schorrekruid	Suaeda maritima (L.) Dum.	NA	NA	1
1026	Schorrezoutgras	Triglochin maritimum L.	NA	NA	1
1027	Schraallandpaardebloem	Taraxacum Wiggers sectie Spectabilia (Da	NA	NA	1
1028	Schubvaren	Ceterach officinarum Willd.	NA	NA	1
1029	Schubzegge	Carex lepidocarpa Tausch	NA	NA	1
1030	Sedum sarmentosum Bunge	Sedum sarmentosum Bunge	NA	NA	1
1031	Selderij	Apium graveolens L.	NA	NA	1
1032	Sierlijke vetmuur	Sagina nodosa (L.) Fenzl	NA	NA	1
1033	Sikkelklaver	Medicago falcata L.	NA	NA	1
1034	Sikkelkruid	Falcaria vulgaris Bernh.	NA	NA	1
1035	Sint-janskruid	Hypericum perforatum L.	NA	NA	1
1036	Slangekruid	Echium vulgare L.	NA	NA	1
1037	Slangelook	Allium scorodoprasum L.	NA	NA	1
1038	Slangewortel	Calla palustris L.	NA	NA	1
1039	Slank wollegras	Eriophorum gracile Koch ex Roth	NA	NA	1
1040	Slanke gentiaan	Gentianella uliginosa (Willd.) B”rner	NA	NA	1
1041	Slanke sleutelbloem	Primula elatior (L.) Hill	NA	NA	1
1042	Slanke waterbies	Eleocharis uniglumis (Link) Schult.	NA	NA	1
1043	Slanke waterkers	Nasturtium microphyllum (Boenningh.) Rei	NA	NA	1
1044	Slanke waterweegbree	Alisma lanceolatum With.	NA	NA	1
1045	Slanke zegge	Carex strigosa Huds.	NA	NA	1
1046	Sleedoorn	Prunus spinosa L.	NA	NA	1
1047	Slijkgroen	Limosella aquatica L.	NA	NA	1
1048	Slijkzegge	Carex limosa L.	NA	NA	1
1049	Slipbladige ooievaarsbek	Geranium dissectum L.	NA	NA	1
1050	Slofhak	Anthoxanthum aristatum Boiss.	NA	NA	1
1051	Smal fakkelgras	Koeleria macrantha (Ledeb.) Schult.	NA	NA	1
1052	Smal streepzaad	Crepis tectorum L.	NA	NA	1
1053	Smal tandzaad	Bidens connata Muhlenb. ex Willd.	NA	NA	1
1054	Smal vlieszaad	Corispermum leptopterum (Aschers.) Iljin	NA	NA	1
1055	Smalle aster	Aster lanceolatus Willd.	NA	NA	1
1056	Smalle beukvaren	Phegopteris connectilis (Michaux) Watt	NA	NA	1
1057	Smalle raai	Galeopsis angustifolia Ehrh. ex Hoffmann	NA	NA	1
1058	Smalle stekelvaren	Dryopteris carthusiana (Vill.) H.P. Fuch	NA	NA	1
1059	Smalle waterpest	Elodea nuttallii (Planch) St John	NA	NA	1
1060	Smalle waterweegbree	Alisma gramineum Lej.	NA	NA	1
1061	Smalle weegbree	Plantago lanceolata L.	NA	NA	1
1062	Snavelruppia	Ruppia maritima L.	NA	NA	1
1063	Snavelzegge	Carex rostrata Stokes	NA	NA	1
1064	Sneeuwbes	Symphoricarpos albus (L.) S.F. Blake	NA	NA	1
1065	Sofiekruid	Descurainia sophia (L.) Webb ex Prantl	NA	NA	1
1066	Soldaatje	Orchis militaris L.	NA	NA	1
1067	Sorbaria tomentosa (Lindl.) Rehdr.	Sorbaria tomentosa (Lindl.) Rehdr.	NA	NA	1
1068	Spaanse aak	Acer campestre L.	NA	NA	1
1069	Spaanse ruiter	Cirsium dissectum (L.) Hill	NA	NA	1
1070	Spaanse zuring	Rumex scutatus L.	NA	NA	1
1071	Spatelkruiskruid	Senecio helenitis (L.) Schinz et Thell.	NA	NA	1
1072	Speenkruid	Ranunculus ficaria L.	NA	NA	1
1073	Speerdistel	Cirsium vulgare (Savi) Ten.	NA	NA	1
1074	Spekwortel	Tamus communis L.	NA	NA	1
1075	Spiesleeuwenbek	Kickxia elatine (L.) Dum.	NA	NA	1
1076	Spiesmelde	Atriplex prostrata Boucher ex DC.	NA	NA	1
1077	Spinaziezuring	Rumex patientia L.	NA	NA	1
1078	Spinnneorchis	Ophrys sphegodes Mill.	NA	NA	1
1079	Spiraalruppia	Ruppia cirrhosa (Petagna) Grande	NA	NA	1
1080	Spits fonteinkruid	Potamogeton acutifolius Link	NA	NA	1
1081	Spits havikskruid	Hieracium lactucella Wallr.	NA	NA	1
1082	Sporkehout	Frangula alnus Mill.	NA	NA	1
1083	Stalkaars	Verbascum densiflorum Bertol.	NA	NA	1
1084	Steenanjer	Dianthus deltoides L.	NA	NA	1
1085	Steenbreekvaren	Asplenium trichomanes L.	NA	NA	1
1086	Steeneppe	Sison amomum L.	NA	NA	1
1087	Steenhoornbloem	Cerastium pumilum Curt.	NA	NA	1
1088	Steenkruidkers	Lepidium ruderale L.	NA	NA	1
1089	Steentijmereprijs	Veronica acinifolia L.	NA	NA	1
1090	Stekelbrem	Genista anglica L.	NA	NA	1
1091	Stekelvaren species	Dryopteris carthusiana/dilatata	NA	NA	1
1092	Stekende bies	Scirpus pungens Vahl	NA	NA	1
1093	Stekende wolfsklauw	Lycopodium annotinum L.	NA	NA	1
1094	Stengelloze sleutelbloem	Primula vulgaris Huds.	NA	NA	1
1095	Stengelomvattend havikskruid	Hieracium amplexicaule L.	NA	NA	1
1096	Sterzegge	Carex echinata Murray	NA	NA	1
1097	Stijf barbarakruid	Barbarea stricta Andrz.	NA	NA	1
1098	Stijf hardgras	Catapodium rigidum (L.) C.E. Hubbard	NA	NA	1
1099	Stijf havikskruid	Hieracium laevigatum Willd.	NA	NA	1
1100	Stijf vergeet-mij-nietje	Myosotis stricta Link ex Roem. et Schult	NA	NA	1
1101	Stijve dravik	Bromus diandrus Roth	NA	NA	1
1102	Stijve klaverzuring	Oxalis fontana Bunge	NA	NA	1
1103	Stijve naaldvaren	Polystichum aculeatum (L.) Roth	NA	NA	1
1104	Stijve ogentroost	Euphrasia stricta L.	NA	NA	1
1105	Stijve waterranonkel	Ranunculus circinatus Sibth.	NA	NA	1
1106	Stijve windhalm	Apera interrupta (L.) Beauv.	NA	NA	1
1107	Stijve zegge	Carex elata All.	NA	NA	1
1108	Stijve zonnebloem	Helianthus laetiflorus Pers.	NA	NA	1
1109	Stinkend streepzaad	Crepis foetida L.	NA	NA	1
1110	Stinkende alant	Dittrichia graveolens L. Greuter	NA	NA	1
1111	Stinkende ballote	Ballota nigra L.	NA	NA	1
1112	Stinkende ganzenvoet	Chenopodium vulvaria L.	NA	NA	1
1113	Stinkende gouwe	Chelidonium majus L.	NA	NA	1
1114	Stinkende kamille	Anthemis cotula L.	NA	NA	1
1115	Stippelganzenvoet	Chenopodium ficifolium Smith	NA	NA	1
1116	Stippelvaren	Oreopteris limbosperma (Bellardi ex All.	NA	NA	1
1117	Stippelzegge	Carex punctata Gaudin	NA	NA	1
1118	Stofzaad	Monotropa hypopitys L.	NA	NA	1
1119	Stomp fonteinkruid	Potamogeton obtusifolius Mert. et Koch	NA	NA	1
1120	Stomp kweldergras	Puccinellia distans (L.) Parl.	NA	NA	1
1121	Stomp vlotgras	Glyceria notata Chevall.	NA	NA	1
1122	Stomphoekig sterrenkroos	Callitriche obtusangula Le Gall	NA	NA	1
1123	Straatgras	Poa annua L.	NA	NA	1
1124	Straatliefdegras	Eragrostis pilosa (L.) Beauv.	NA	NA	1
1125	Strandbiet (en biet)	Beta vulgaris L.	NA	NA	1
1126	Strandduizendguldenkruid	Centaurium littorale (D. Turn.) Gilm.	NA	NA	1
1127	Strandkweek	Elymus athericus (Link) Kergu‚len	NA	NA	1
1128	Strandmelde	Atriplex littoralis L.	NA	NA	1
1129	Struikhei	Calluna vulgaris (L.) Hull	NA	NA	1
1130	Struisvaren	Matteuccia struthiopteris (L.) Tod.	NA	NA	1
1131	Tamarix gallica L.	Tamarix gallica L.	NA	NA	1
1132	Tamme kastanje	Castanea sativa Mill.	NA	NA	1
1133	Tandjesgras	Danthonia decumbens (L.) DC.	NA	NA	1
1134	Taxus	Taxus baccata L.	NA	NA	1
1135	Teer guichelheil	Anagallis tenella (L.) L.	NA	NA	1
1136	Teer vederkruid	Myriophyllum alterniflorum DC.	NA	NA	1
1137	Tenger fonteinkruid	Potamogeton pusillus L.	NA	NA	1
1138	Tengere distel	Carduus tenuiflorus Curt.	NA	NA	1
1139	Tengere rus	Juncus tenuis Willd.	NA	NA	1
1140	Tengere veldmuur	Minuartia hybrida (Vill.) Schischkin	NA	NA	1
1141	Tengere vetmuur	Sagina apetala Ard.	NA	NA	1
1142	Tijmereprijs	Veronica serpyllifolia L.	NA	NA	1
1143	Tongvaren	Asplenium scolopendrium L.	NA	NA	1
1144	Torenkruid	Arabis glabra (L.) Bernh.	NA	NA	1
1145	Tormentil	Potentilla erecta (L.) R„uschel	NA	NA	1
1146	Trekrus	Juncus squarrosus L.	NA	NA	1
1147	Trilgraszegge	Carex brizoides L.	NA	NA	1
1148	Tripmadam	Sedum rupestre L.	NA	NA	1
1149	Trosdravik	Bromus racemosus L.	NA	NA	1
1150	Trosvlier	Sambucus racemosa L.	NA	NA	1
1151	Tuinbingelkruid	Mercurialis annua L.	NA	NA	1
1152	Tuinjudaspenning	Lunaria annua L.	NA	NA	1
1153	Tuinwolfsmelk	Euphorbia peplus L.	NA	NA	1
1154	Tweehuizige zegge	Carex dioica L.	NA	NA	1
1155	Tweenervige zegge	Carex binervis Smith	NA	NA	1
1156	Tweerijige zegge	Carex disticha Huds.	NA	NA	1
1157	Tweestijlige meidoorn	Crataegus laevigata (Poiret) DC.	NA	NA	1
1158	Uitstaande melde	Atriplex patula L.	NA	NA	1
1159	Valkruid	Arnica montana L.	NA	NA	1
1160	Valse kamille	Anthemis arvensis L.	NA	NA	1
1161	Valse salie	Teucrium scorodonia L.	NA	NA	1
1162	Valse voszegge	Carex cuprina (S ndor ex Heuffel) Nendtv	NA	NA	1
1163	Valse wingerd	Parthenocissus inserta (A. Kerner) Frits	NA	NA	1
1164	Valse zandzegge	Carex reichenbachii Bonnet	NA	NA	1
1165	Varkensgras	Polygonum aviculare L.	NA	NA	1
1166	Vaste lupine	Lupinus polyphyllus Lindl.	NA	NA	1
1167	Vederesdoorn	Acer negundo L.	NA	NA	1
1168	Veelbloemige veldbies	Luzula multiflora (Ehrh.) Lej.	NA	NA	1
1169	Veelkleurig vergeet-mij-nietje	Myosotis discolor Pers.	NA	NA	1
1170	Veelstengelige waterbies	Eleocharis multicaulis (Smith) Desv.	NA	NA	1
1171	Veelwortelig kroos	Spirodela polyrhiza (L.) Schleid.	NA	NA	1
1172	Veenbies s.l.	Scirpus cespitosus L.	NA	NA	1
1173	Veenbloembies	Scheuchzeria palustris L.	NA	NA	1
1174	Veenmosorchis	Hammarbya paludosa (L.) O. Kuntze	NA	NA	1
1175	Veenorchis	Dactylorhiza sphagnicola (H”ppner) Avery	NA	NA	1
1176	Veenpluis	Eriophorum polystachion L.	NA	NA	1
1177	Veenwortel	Polygonum amphibium L.	NA	NA	1
1178	Veerdelig tandzaad	Bidens tripartita L.	NA	NA	1
1179	Veldbeemdgras	Poa pratensis L.	NA	NA	1
1180	Veldereprijs	Veronica arvensis L.	NA	NA	1
1181	Veldgentiaan	Gentianella campestris (L.) B”rner	NA	NA	1
1182	Veldgerst	Hordeum secalinum Schreb.	NA	NA	1
1183	Veldhondstong	Cynoglossum officinale L.	NA	NA	1
1184	Veldkruidkers	Lepidium campestre (L.) R. Brown	NA	NA	1
1185	Veldlathyrus	Lathyrus pratensis L.	NA	NA	1
1186	Veldrus	Juncus acutiflorus Ehrh. ex Hoffmann	NA	NA	1
1187	Veldsalie	Salvia pratensis L.	NA	NA	1
1188	Veldzuring	Rumex acetosa L.	NA	NA	1
1189	Verfbrem	Genista tinctoria L.	NA	NA	1
1190	Verspreidbladig goudveil	Chrysosplenium alternifolium L.	NA	NA	1
1191	Vertakte leeuwentand	Leontodon autumnalis L.	NA	NA	1
1192	Vertakte maanvaren	Botrychium matricariifolium (A. Braun ex	NA	NA	1
1193	Vetblad	Pinguicula vulgaris L.	NA	NA	1
1194	Vierzadige wikke	Vicia tetrasperma (L.) Schreb.	NA	NA	1
1195	Vijfdelig kaasjeskruid	Malva alcea L.	NA	NA	1
1196	Vijfvingerkruid	Potentilla reptans L.	NA	NA	1
1197	Viltganzerik	Potentilla argentea L.	NA	NA	1
1198	Viltig kruiskruid	Senecio erucifolius L.	NA	NA	1
1199	Viltige basterdwederik	Epilobium parviflorum Schreb.	NA	NA	1
1200	Viltige hoornbloem	Cerastium tomentosum L.	NA	NA	1
1201	Viltige spirea	Spiraea tomentosa L.	NA	NA	1
1202	Viltroos	Rosa tomentosa Smith	NA	NA	1
1203	Vingerhelmbloem	Corydalis solida (L.) Clairv.	NA	NA	1
1204	Vingerzegge	Carex digitata L.	NA	NA	1
1205	Vlakke dwergmispel	Cotoneaster horizontalis Decaisne	NA	NA	1
1206	Vlasbekje	Linaria vulgaris Mill.	NA	NA	1
1207	Vlasdolik	Lolium remotum Schrank	NA	NA	1
1208	Vlashuttentut	Camelina alyssum (Mill.) Thell.	NA	NA	1
1209	Vlaswarkruid	Cuscuta epilinum Weihe	NA	NA	1
1210	Vleeskleurige orchis	Dactylorhiza incarnata (L.) So¢	NA	NA	1
1211	Vliegeorchis	Ophrys insectifera L.	NA	NA	1
1212	Vlier (Gewone)	Sambucus nigra L.	NA	NA	1
1213	Vlinderstruik	Buddleja davidii Franch.	NA	NA	1
1214	Vlottende bies	Scirpus fluitans L.	NA	NA	1
1215	Vlottende waterranonkel	Ranunculus fluitans Lam.	NA	NA	1
1216	Vlozegge	Carex pulicaris L.	NA	NA	1
1217	Voederwikke, vergeten wikke en smalle wik	Vicia sativa L.	NA	NA	1
1218	Vogelkers	Prunus padus L.	NA	NA	1
1219	Vogelmuur	Stellaria media (L.) Vill.	NA	NA	1
1220	Vogelnestje	Neottia nidus-avis (L.) L.C.M. Rich.	NA	NA	1
1221	Vogelwikke	Vicia cracca L.	NA	NA	1
1222	Voorjaarsganzerik	Potentilla neumanniana Reichenb.	NA	NA	1
1223	Voorjaarszegge	Carex caryophyllea Latourr.	NA	NA	1
1224	Voszegge	Carex vulpina L.	NA	NA	1
1225	Vreemde ereprijs	Veronica peregrina L.	NA	NA	1
1226	Vroeg havikskruid	Hieracium glaucinum Jord.	NA	NA	1
1227	Vroege ereprijs	Veronica praecox All.	NA	NA	1
1228	Vroege haver	Aira praecox L.	NA	NA	1
1229	Vroegeling	Erophila verna (L.) Chevall.	NA	NA	1
1230	Vuurdoorn	Pyracantha coccinea Roem.	NA	NA	1
1231	Waardzegge	Carex divisa Huds.	NA	NA	1
1232	Walstrobremraap	Orobanche caryophyllacea Smith	NA	NA	1
1233	Wantseorchis	Orchis coriophora L.	NA	NA	1
1234	Wateraardbei	Comarum palustre L.	NA	NA	1
1235	Watercrassula	Crassula helmsii (T. Kirk) Cock.	NA	NA	1
1236	Waterdrieblad	Menyanthes trifoliata L.	NA	NA	1
1237	Waterereprijs	Veronica anagallis-aquatica L.	NA	NA	1
1238	Watergentiaan	Nymphoides peltata (S.G. Gmel.) O. Kuntz	NA	NA	1
