plottype,plot_id,subplot_id,period,year,height_class,number_of_tree_species,approx_nr_regeneration_ha,approx_rubbing_damage_perc,rubbing_damage_number_ha,mean_number_of_regeneration_ha,lci_number_of_regeneration_ha,uci_number_of_regeneration_ha
CP,2050,1,2,2011,2000,1,4244.131815783876,,,4244.131815801561,4244.131815783878,4244.1318158192435
CP,2050,1,2,2011,3000,1,1503.1300180901228,,,1503.1300180945432,1503.1300180901228,1503.1300180989635
CP,2051,1,2,2011,1000,1,1414.710605261292,,,1414.710605278976,1414.710605261292,1414.7106052966597
CP,2051,1,2,2011,2000,1,2829.421210522584,,,2829.4212105402676,2829.4212105225834,2829.421210557952
CP,2051,1,2,2011,3000,1,2387.32414637843,,,2387.3241463828513,2387.32414637843,2387.3241463872723
CP,2053,1,2,2011,1000,1,3890.454164468553,,,3890.4541644862384,3890.4541644685537,3890.4541645039235
CP,2053,1,2,2011,2000,1,2475.743559207261,,,2475.743559224945,2475.743559207261,2475.7435592426286
CP,2053,1,2,2011,3000,1,1503.1300180901228,,,1503.1300180945432,1503.1300180901228,1503.1300180989635
CP,2053,1,2,2011,4000,1,176.8388256576615,,,176.83882566208246,176.8388256576615,176.83882566650345
CP,2054,1,2,2011,1000,2,6366.197723675814,,,6366.197723711181,6366.197723551752,6366.19772387061
CP,2054,1,2,2011,2000,1,707.355302630646,,,707.3553026483298,707.355302630646,707.3553026660138
CP,2055,1,2,2011,1000,1,353.677651315323,,,353.6776513330069,353.677651315323,353.6776513506908
CP,2055,1,2,2011,2000,1,353.677651315323,,,353.6776513330069,353.677651315323,353.6776513506908
CP,2055,1,2,2011,4000,1,353.677651315323,,,353.677651319744,353.677651315323,353.6776513241649
CP,2056,1,2,2011,1000,2,8488.263631567752,,,8488.263631603118,8488.263631390713,8488.263631815526
CP,2056,1,2,2011,2000,1,20159.626124973413,,,20159.626124991086,20159.626124973394,20159.626125008777
CP,2056,1,2,2011,3000,2,18391.237868396795,,,18391.23786840563,18391.23786794584,18391.23786886542
CP,2057,1,2,2011,1000,1,353.677651315323,,,353.6776513330069,353.677651315323,353.6776513506908
CP,2057,1,2,2011,4000,2,9284.038347027228,,,9284.038347036074,9284.038346803962,9284.038347268186
CP,2058,1,2,2011,1000,1,707.355302630646,,,707.3553026483298,707.355302630646,707.3553026660138
CP,2058,1,2,2011,2000,1,353.677651315323,,,353.6776513330069,353.677651315323,353.6776513506908
CP,2058,1,2,2011,3000,1,1149.4523667747997,,,1149.4523667792207,1149.4523667747997,1149.452366783642
CP,2059,1,2,2011,1000,4,11317.684842090335,,,11317.684842161072,11317.684842010894,11317.684842311251
CP,2059,1,2,2011,2000,3,8488.263631567752,,,8488.263631620803,8488.263631476315,8488.263631765289
CP,2059,1,2,2011,3000,3,795.7747154594767,,,795.7747154727394,795.7747154586718,795.774715486807
CP,2060,1,2,2011,1000,1,7427.230677621783,,,7427.230677639466,7427.230677621779,7427.230677657151
CP,2060,1,2,2011,2000,1,3890.454164468553,,,3890.4541644862384,3890.4541644685537,3890.4541645039235
CP,2060,1,2,2011,3000,2,2210.485320720769,,,2210.48532072961,2210.485320715546,2210.485320743674
CP,2061,1,2,2011,1000,1,1061.032953945969,,,1061.032953963653,1061.0329539459692,1061.032953981337
CP,2061,1,2,2011,2000,1,2829.421210522584,,,2829.4212105402676,2829.4212105225834,2829.421210557952
CP,2061,1,2,2011,3000,1,353.677651315323,,,353.677651319744,353.677651315323,353.6776513241649
CP,2062,1,2,2011,1000,2,12732.395447351628,,,12732.395447386994,12732.395447280456,12732.395447493534
CP,2062,1,2,2011,2000,3,15561.816657874211,,,15561.816657927264,15561.816657637215,15561.81665821731
CP,2062,1,2,2011,3000,4,9018.780108540737,,,9018.78010855842,9018.780108394618,9018.780108722221
CP,2062,1,2,2011,4000,2,265.25823848649225,,,265.25823849533424,265.25823848792004,265.2582385027484
CP,2063,1,2,2011,1000,2,1061.032953945969,,,1061.032953981337,1061.0329539516802,1061.0329540109935
CP,2063,1,2,2011,4000,1,88.41941282883074,,,88.41941283325173,88.41941282883074,88.4194128376727
CP,2064,1,2,2011,1000,4,16622.84961182018,,,16622.84961189092,16622.84961176742,16622.84961201442
CP,2064,1,2,2011,2000,3,26172.146197333903,,,26172.146197386937,26172.146197124726,26172.14619764915
CP,2064,1,2,2011,3000,3,7692.488916108276,,,7692.488916121537,7692.488915978188,7692.488916264885
CP,2065,1,2,2011,1000,3,32538.343921009717,,,32479.066476547574,29398.871030094633,35881.98193420902
CP,2065,1,2,2011,2000,1,1061.032953945969,,,1061.032953963653,1061.0329539459692,1061.032953981337
CP,2065,1,2,2011,4000,2,265.25823848649225,,,265.25823849533424,265.25823848792004,265.2582385027484
CA,11000,155511,2,2011,1000,1,200,,,200.000000005,200,200.00000001
CA,11000,155511,2,2011,2000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,155511,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,155521,2,2011,1000,2,1800,,,1800.0000000100006,1799.999999987325,1800.000000032676
CA,11000,155521,2,2011,2000,1,400,,,400.000000005,400,400.00000001
CA,11000,155531,2,2011,1000,2,700,,,700.0000000099999,700.0000000027084,700.0000000172915
CA,11000,155541,2,2011,1000,2,500,,,500.0000000099999,499.99999999711525,500.0000000228846
CA,11000,155551,2,2011,1000,2,400,,,400.00000001,399.9999999994591,400.0000000205409
CA,11000,156011,2,2011,1000,2,2700,,,2700.0000000100003,2699.99999994245,2700.0000000775503
CA,11000,156011,2,2011,2000,1,2200,,,2200.000000005001,2200.0000000000005,2200.000000010001
CA,11000,156011,2,2011,3000,1,800,,,800.000000005,799.9999999999998,800.00000001
CA,11000,156021,2,2011,1000,2,2500,,,2500.0000000100003,2499.999999947446,2500.000000072555
CA,11000,156021,2,2011,2000,1,1100,,,1100.0000000050004,1100.0000000000002,1100.0000000100006
CA,11000,156031,2,2011,1000,1,700,,,700.000000005,700.0000000000001,700.0000000099999
CA,11000,156031,2,2011,2000,1,100,,,100.000000005,100,100.00000001
CA,11000,156041,2,2011,1000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,156051,2,2011,1000,1,400,,,400.000000005,400,400.00000001
CA,11000,156511,2,2011,1000,3,900,,,900.0000000149997,899.9999999990896,900.0000000309099
CA,11000,156511,2,2011,2000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,156521,2,2011,1000,2,5600,,,5600.000000009999,5599.999999939953,5600.0000000800455
CA,11000,156521,2,2011,2000,1,2900,,,2900.0000000049995,2900.0000000000005,2900.000000009999
CA,11000,156531,2,2011,1000,3,3900,,,3900.0000000150017,3899.9999999423067,3900.0000000876967
CA,11000,156531,2,2011,2000,1,1300,,,1300.0000000050002,1300,1300.0000000100003
CA,11000,156531,2,2011,3000,1,100,,,100.000000005,100,100.00000001
CA,11000,156541,2,2011,1000,3,2700,,,2700.0000000150003,2699.999999967525,2700.0000000624746
CA,11000,156541,2,2011,2000,2,2300,,,2300.0000000100003,2299.999999952441,2300.00000006756
CA,11000,156541,2,2011,3000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,156551,2,2011,1000,2,700,,,700.0000000099999,700.0000000027084,700.0000000172915
CA,11000,156551,2,2011,2000,1,100,,,100.000000005,100,100.00000001
CA,11000,205511,2,2011,1000,1,200,,,200.000000005,200,200.00000001
CA,11000,205511,2,2011,2000,1,200,,,200.000000005,200,200.00000001
CA,11000,205521,2,2011,1000,1,400,,,400.000000005,400,400.00000001
CA,11000,205521,2,2011,2000,1,100,,,100.000000005,100,100.00000001
CA,11000,205531,2,2011,1000,1,100,,,100.000000005,100,100.00000001
CA,11000,205541,2,2011,1000,1,100,,,100.000000005,100,100.00000001
CA,11000,205541,2,2011,2000,1,200,,,200.000000005,200,200.00000001
CA,11000,205551,2,2011,1000,1,900,,,900.0000000050001,900.0000000000001,900.0000000100001
CA,11000,205551,2,2011,2000,1,2700,,,2700.000000005,2700,2700.0000000100003
CA,11000,205551,2,2011,3000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,206011,2,2011,1000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,206021,2,2011,1000,2,500,,,500.0000000099999,499.99999999711525,500.0000000228846
CA,11000,206021,2,2011,2000,1,100,,,100.000000005,100,100.00000001
CA,11000,206021,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,206031,2,2011,1000,3,1100,,,1100.0000000149998,1099.9999999889928,1100.000000041007
CA,11000,206031,2,2011,2000,1,100,,,100.000000005,100,100.00000001
CA,11000,206031,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,206031,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,206041,2,2011,1000,1,800,,,800.000000005,799.9999999999998,800.00000001
CA,11000,206041,2,2011,2000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,206051,2,2011,1000,1,900,,,900.0000000050001,900.0000000000001,900.0000000100001
CA,11000,206051,2,2011,2000,1,800,,,800.000000005,799.9999999999998,800.00000001
CA,11000,206051,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,206511,2,2011,1000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,206511,2,2011,2000,1,400,,,400.000000005,400,400.00000001
CA,11000,206511,2,2011,3000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,206521,2,2011,1000,2,1300,,,1300.0000000100003,1299.9999999773877,1300.0000000426128
CA,11000,206521,2,2011,2000,1,800,,,800.000000005,799.9999999999998,800.00000001
CA,11000,206521,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,206531,2,2011,1000,2,500,,,500.0000000099999,499.99999999711525,500.0000000228846
CA,11000,206531,2,2011,2000,2,600,,,600.00000001,599.9999999947029,600.0000000252971
CA,11000,206531,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,206541,2,2011,1000,2,400,,,400.00000001,400.0000000029289,400.00000001707105
CA,11000,206541,2,2011,2000,1,100,,,100.000000005,100,100.00000001
CA,11000,206541,2,2011,3000,1,700,,,700.000000005,700.0000000000001,700.0000000099999
CA,11000,206551,2,2011,1000,1,600,,,600.000000005,600,600.00000001
CA,11000,207011,2,2011,1000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,207021,2,2011,1000,2,500,,,500.0000000099999,499.99999999711525,500.0000000228846
CA,11000,207031,2,2011,1000,1,800,,,800.000000005,799.9999999999998,800.00000001
CA,11000,207041,2,2011,1000,1,200,,,200.000000005,200,200.00000001
CA,11000,207041,2,2011,4000,1,400,,,400.000000005,400,400.00000001
CA,11000,207051,2,2011,1000,1,400,,,400.000000005,400,400.00000001
CA,11000,207051,2,2011,4000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,255511,2,2011,1000,2,800,,,800.00000001,799.9999999897967,800.0000000302032
CA,11000,255511,2,2011,2000,1,1800,,,1800.0000000049997,1799.9999999999995,1800.00000001
CA,11000,255511,2,2011,3000,2,900,,,900.0000000099998,900.0000000027964,900.0000000172031
CA,11000,255511,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,255521,2,2011,1000,3,800,,,800.0000000149997,799.999999999856,800.0000000301435
CA,11000,255521,2,2011,2000,1,100,,,100.000000005,100,100.00000001
CA,11000,255531,2,2011,1000,2,500,,,500.0000000099999,500.0000000024884,500.00000001751147
CA,11000,255531,2,2011,3000,1,100,,,100.000000005,100,100.00000001
CA,11000,255531,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,255541,2,2011,1000,2,600,,,600.0000000100001,600.0000000029291,600.0000000170711
CA,11000,255541,2,2011,3000,2,200,,,200.00000001,200.00000000292889,200.00000001707105
CA,11000,255551,2,2011,1000,1,400,,,400.000000005,400,400.00000001
CA,11000,256011,2,2011,1000,2,9000,,,9000.000000009992,8999.999999784979,9000.000000235003
CA,11000,256011,2,2011,2000,1,9000,,,9000.000000005004,9000,9000.000000010006
CA,11000,256011,2,2011,3000,1,3400,,,3400.0000000050013,3400.0000000000005,3400.000000010002
CA,11000,256021,2,2011,1000,2,3200,,,3200.00000001,3199.999999929959,3200.0000000900413
CA,11000,256021,2,2011,2000,1,3700,,,3700.0000000049995,3699.999999999999,3700.0000000099994
CA,11000,256021,2,2011,3000,1,3700,,,3700.0000000049995,3699.999999999999,3700.0000000099994
CA,11000,256031,2,2011,1000,1,3300,,,3300.000000005,3300,3300.00000001
CA,11000,256031,2,2011,2000,1,1800,,,1800.0000000049997,1799.9999999999995,1800.00000001
CA,11000,256031,2,2011,3000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,256041,2,2011,1000,1,600,,,600.000000005,600,600.00000001
CA,11000,256051,2,2011,1000,1,1000,,,1000.0000000050003,1000.0000000000001,1000.0000000100001
CA,11000,256051,2,2011,2000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,256511,2,2011,1000,2,8500,,,8500.000000009997,8499.999999797485,8500.00000022251
CA,11000,256511,2,2011,2000,2,5700,,,5700.000000009999,5699.999999867477,5700.000000152522
CA,11000,256511,2,2011,3000,1,100,,,100.000000005,100,100.00000001
CA,11000,256521,2,2011,1000,4,8600,,,8600.000000020002,8599.999999863805,8600.000000176198
CA,11000,256521,2,2011,2000,1,3600,,,3600.000000005001,3600,3600.0000000100017
CA,11000,256521,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,256531,2,2011,1000,1,6600,,,6600.000000004998,6599.999999999997,6600.000000009999
CA,11000,256531,2,2011,2000,1,4700,,,4700.000000005,4699.999999999999,4700.000000010001
CA,11000,256531,2,2011,3000,2,600,,,600.00000001,599.9999999947029,600.0000000252971
CA,11000,256541,2,2011,1000,2,5300,,,5300.000000010002,5299.999999877477,5300.000000142525
CA,11000,256541,2,2011,2000,1,2200,,,2200.000000005001,2200.0000000000005,2200.000000010001
CA,11000,256551,2,2011,1000,2,700,,,700.0000000099999,699.9999999922585,700.0000000277413
CA,11000,256551,2,2011,2000,1,100,,,100.000000005,100,100.00000001
CA,11000,256551,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,257011,2,2011,1000,1,1400,,,1400.0000000050002,1400.0000000000002,1400.0000000100001
CA,11000,257011,2,2011,4000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,257021,2,2011,1000,1,1600,,,1600.000000005,1599.9999999999998,1600.0000000100001
CA,11000,257031,2,2011,1000,1,600,,,600.000000005,600,600.00000001
CA,11000,257031,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,257041,2,2011,1000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,257041,2,2011,4000,1,600,,,600.000000005,600,600.00000001
CA,11000,257051,2,2011,1000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,257051,2,2011,4000,1,400,,,400.000000005,400,400.00000001
CA,11000,305511,2,2011,1000,2,300,,,300.00000001000006,300.0000000016148,300.00000001838526
CA,11000,305521,2,2011,1000,2,500,,,500.0000000099999,500.0000000024884,500.00000001751147
CA,11000,305531,2,2011,1000,1,200,,,200.000000005,200,200.00000001
CA,11000,305531,2,2011,2000,1,200,,,200.000000005,200,200.00000001
CA,11000,305541,2,2011,1000,1,400,,,400.000000005,400,400.00000001
CA,11000,305541,2,2011,2000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,305551,2,2011,1000,1,900,,,900.0000000050001,900.0000000000001,900.0000000100001
CA,11000,305551,2,2011,2000,1,700,,,700.000000005,700.0000000000001,700.0000000099999
CA,11000,305551,2,2011,3000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,306011,2,2011,1000,3,1100,,,1100.0000000149998,1099.9999999889928,1100.000000041007
CA,11000,306021,2,2011,1000,1,100,,,100.000000005,100,100.00000001
CA,11000,306031,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,306041,2,2011,1000,1,200,,,200.000000005,200,200.00000001
CA,11000,306051,2,2011,1000,1,2000,,,2000.0000000049993,1999.9999999999989,2000.00000001
CA,11000,306051,2,2011,2000,1,1900,,,1900.0000000049997,1899.9999999999995,1900.00000001
CA,11000,306051,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,306511,2,2011,1000,1,17400,,,17400.000000005006,17400,17400.000000010015
CA,11000,306511,2,2011,2000,1,11600,,,11600.000000004995,11599.999999999989,11600.000000010003
CA,11000,306511,2,2011,3000,1,2800,,,2800.0000000049995,2799.9999999999995,2800.0000000099994
CA,11000,306521,2,2011,1000,2,13000,,,13000.000000010006,12999.999999685002,13000.000000335012
CA,11000,306521,2,2011,2000,1,3800,,,3800.000000005,3799.999999999999,3800.00000001
CA,11000,306521,2,2011,3000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,306531,2,2011,1000,3,15100,,,15100.000000014992,15099.999999659078,15100.000000370908
CA,11000,306531,2,2011,2000,1,5600,,,5600.000000005,5600.000000000002,5600.000000009999
CA,11000,306531,2,2011,3000,1,400,,,400.000000005,400,400.00000001
CA,11000,306541,2,2011,1000,3,17200,,,17200.000000014996,17199.999999694493,17200.0000003355
CA,11000,306541,2,2011,2000,1,9600,,,9600.000000004995,9599.999999999998,9600.000000009992
CA,11000,306541,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,306551,2,2011,1000,2,16700,,,16700.00000001,16699.999999592495,16700.00000042751
CA,11000,306551,2,2011,2000,2,15200,,,15200.000000010004,15199.999999629998,15200.000000390011
CA,11000,306551,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,307011,2,2011,1000,1,900,,,900.0000000050001,900.0000000000001,900.0000000100001
CA,11000,307011,2,2011,2000,1,2000,,,2000.0000000049993,1999.9999999999989,2000.00000001
CA,11000,307011,2,2011,3000,1,1000,,,1000.0000000050003,1000.0000000000001,1000.0000000100001
CA,11000,307021,2,2011,1000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,307021,2,2011,4000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,307031,2,2011,1000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,307031,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,307041,2,2011,1000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,307051,2,2011,1000,1,400,,,400.000000005,400,400.00000001
CA,11000,307051,2,2011,4000,1,400,,,400.000000005,400,400.00000001
CA,11000,307511,2,2011,1000,1,100,,,100.000000005,100,100.00000001
CA,11000,307521,2,2011,1000,1,200,,,200.000000005,200,200.00000001
CA,11000,307521,2,2011,2000,1,900,,,900.0000000050001,900.0000000000001,900.0000000100001
CA,11000,307521,2,2011,3000,1,2700,,,2700.000000005,2700,2700.0000000100003
CA,11000,307531,2,2011,1000,2,600,,,600.00000001,599.9999999947029,600.0000000252971
CA,11000,307531,2,2011,2000,1,200,,,200.000000005,200,200.00000001
CA,11000,307531,2,2011,3000,1,800,,,800.000000005,799.9999999999998,800.00000001
CA,11000,307541,2,2011,1000,1,600,,,600.000000005,600,600.00000001
CA,11000,307541,2,2011,2000,1,100,,,100.000000005,100,100.00000001
CA,11000,307541,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,307551,2,2011,1000,4,1400,,,1400.00000002,1399.9999999944987,1400.000000045501
CA,11000,307551,2,2011,2000,2,700,,,700.0000000099999,699.9999999922585,700.0000000277413
CA,11000,355511,2,2011,,0,0,,,0,0,0
CA,11000,355521,2,2011,1000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,355531,2,2011,1000,2,800,,,800.00000001,799.9999999897967,800.0000000302032
CA,11000,355541,2,2011,1000,3,400,,,400.000000015,400.000000005,400.000000025
CA,11000,355551,2,2011,1000,2,600,,,600.00000001,600.0000000016147,600.0000000183853
CA,11000,356011,2,2011,1000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,356011,2,2011,4000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,356021,2,2011,1000,2,1100,,,1100.0000000100001,1099.9999999959148,1100.0000000240857
CA,11000,356021,2,2011,4000,1,200,,,200.000000005,200,200.00000001
CA,11000,356031,2,2011,1000,3,700,,,700.0000000150002,700.0000000021021,700.0000000278981
CA,11000,356031,2,2011,4000,1,200,,,200.000000005,200,200.00000001
CA,11000,356041,2,2011,1000,2,200,,,200.00000001,200.00000000292889,200.00000001707105
CA,11000,356051,2,2011,1000,2,200,,,200.00000001,200.00000000292889,200.00000001707105
CA,11000,356511,2,2011,1000,3,700,,,700.0000000149998,699.9999999983365,700.0000000316631
CA,11000,356521,2,2011,1000,1,100,,,100.000000005,100,100.00000001
CA,11000,356521,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,356531,2,2011,1000,1,100,,,100.000000005,100,100.00000001
CA,11000,356531,2,2011,4000,1,200,,,200.000000005,200,200.00000001
CA,11000,356541,2,2011,1000,3,14000,,,14000.000000014988,13999.999999769023,14000.000000260956
CA,11000,356541,2,2011,2000,1,11600,,,11600.000000004995,11599.999999999989,11600.000000010003
CA,11000,356541,2,2011,3000,1,1100,,,1100.0000000050004,1100.0000000000002,1100.0000000100006
CA,11000,356551,2,2011,1000,1,8200,,,8200.000000005004,8200.00000000001,8200.00000001
CA,11000,356551,2,2011,2000,1,3900,,,3900.0000000049995,3899.999999999999,3900.0000000099994
CA,11000,356551,2,2011,3000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,357011,2,2011,1000,1,600,,,600.000000005,600,600.00000001
CA,11000,357011,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,357021,2,2011,1000,1,100,,,100.000000005,100,100.00000001
CA,11000,357031,2,2011,1000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,357031,2,2011,3000,1,100,,,100.000000005,100,100.00000001
CA,11000,357041,2,2011,1000,1,1700,,,1700.0000000049993,1700,1700.0000000099988
CA,11000,357041,2,2011,3000,1,100,,,100.000000005,100,100.00000001
CA,11000,357051,2,2011,1000,2,300,,,300.00000001000006,300.0000000016148,300.00000001838526
CA,11000,357051,2,2011,2000,1,700,,,700.000000005,700.0000000000001,700.0000000099999
CA,11000,357051,2,2011,3000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,357051,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,357511,2,2011,1000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,357511,2,2011,2000,1,100,,,100.000000005,100,100.00000001
CA,11000,357511,2,2011,4000,1,200,,,200.000000005,200,200.00000001
CA,11000,357521,2,2011,1000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,357521,2,2011,2000,1,200,,,200.000000005,200,200.00000001
CA,11000,357531,2,2011,1000,2,2900,,,2900.000000009999,2899.999999991643,2900.0000000283553
CA,11000,357531,2,2011,2000,1,2100,,,2100.0000000049995,2099.999999999999,2100.0000000100003
CA,11000,357531,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,357531,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,357541,2,2011,1000,1,700,,,700.000000005,700.0000000000001,700.0000000099999
CA,11000,357541,2,2011,2000,2,300,,,300.00000001000006,300.0000000016148,300.00000001838526
CA,11000,357551,2,2011,1000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,358011,2,2011,1000,1,2000,,,2000.0000000049993,1999.9999999999989,2000.00000001
CA,11000,358011,2,2011,2000,2,1000,,,1000.0000000100001,999.9999999848466,1000.0000000351539
CA,11000,358021,2,2011,1000,1,100,,,100.000000005,100,100.00000001
CA,11000,358021,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,358031,2,2011,1000,1,900,,,900.0000000050001,900.0000000000001,900.0000000100001
CA,11000,358031,2,2011,2000,1,600,,,600.000000005,600,600.00000001
CA,11000,358041,2,2011,1000,1,1500,,,1500.000000005,1500,1500.00000001
CA,11000,358041,2,2011,2000,1,2000,,,2000.0000000049993,1999.9999999999989,2000.00000001
CA,11000,358041,2,2011,3000,2,2100,,,2100.000000009999,2099.999999957434,2100.000000062564
CA,11000,358051,2,2011,1000,1,3600,,,3600.000000005001,3600,3600.0000000100017
CA,11000,358051,2,2011,2000,2,7900,,,7900.000000009999,7899.99999981248,7900.000000207517
CA,11000,358051,2,2011,3000,1,700,,,700.000000005,700.0000000000001,700.0000000099999
CA,11000,405511,2,2011,1000,2,4200,,,4200.000000009999,4199.999999904968,4200.000000115031
CA,11000,405511,2,2011,2000,2,9200,,,9200.000000010003,9199.999999894975,9200.00000012503
CA,11000,405511,2,2011,3000,1,800,,,800.000000005,799.9999999999998,800.00000001
CA,11000,405521,2,2011,1000,2,1200,,,1200.0000000100006,1199.999999979877,1200.0000000401242
CA,11000,405521,2,2011,2000,1,700,,,700.000000005,700.0000000000001,700.0000000099999
CA,11000,405521,2,2011,4000,1,200,,,200.000000005,200,200.00000001
CA,11000,405531,2,2011,1000,1,600,,,600.000000005,600,600.00000001
CA,11000,405531,2,2011,4000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,405541,2,2011,,0,0,,,0,0,0
CA,11000,405551,2,2011,,0,0,,,0,0,0
CA,11000,406011,2,2011,1000,3,1400,,,1400.0000000150005,1399.9999999888273,1400.000000041174
CA,11000,406011,2,2011,2000,1,1100,,,1100.0000000050004,1100.0000000000002,1100.0000000100006
CA,11000,406011,2,2011,3000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,406011,2,2011,4000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,406021,2,2011,1000,3,6900,,,6900.000000015004,6899.999999852362,6900.000000177647
CA,11000,406021,2,2011,2000,1,3100,,,3100.000000005,3100,3100.00000001
CA,11000,406021,2,2011,3000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,406031,2,2011,1000,1,11700,,,11700.000000005,11700.000000000002,11700.000000009999
CA,11000,406031,2,2011,2000,1,9000,,,9000.000000005004,9000,9000.000000010006
CA,11000,406031,2,2011,3000,1,6100,,,6100.000000005001,6100.000000000001,6100.000000010003
CA,11000,406031,2,2011,4000,1,100,,,100.000000005,100,100.00000001
CA,11000,406041,2,2011,1000,2,9700,,,9700.000000009994,9699.99999976748,9700.000000252507
CA,11000,406041,2,2011,2000,1,6100,,,6100.000000005001,6100.000000000001,6100.000000010003
CA,11000,406041,2,2011,3000,1,5600,,,5600.000000005,5600.000000000002,5600.000000009999
CA,11000,406051,2,2011,1000,2,600,,,600.00000001,599.9999999947029,600.0000000252971
CA,11000,406051,2,2011,4000,1,400,,,400.000000005,400,400.00000001
CA,11000,406511,2,2011,1000,3,2000,,,2000.0000000149992,1999.9999999678228,2000.0000000621756
CA,11000,406511,2,2011,2000,1,1300,,,1300.0000000050002,1300,1300.0000000100003
CA,11000,406511,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,406521,2,2011,1000,2,2200,,,2200.0000000100003,2199.9999999549373,2200.0000000650625
CA,11000,406521,2,2011,2000,1,800,,,800.000000005,799.9999999999998,800.00000001
CA,11000,406531,2,2011,1000,2,1000,,,1000.0000000100001,999.9999999848466,1000.0000000351539
CA,11000,406531,2,2011,2000,1,500,,,500.0000000049999,499.9999999999999,500.0000000099999
CA,11000,406531,2,2011,3000,1,200,,,200.000000005,200,200.00000001
CA,11000,406541,2,2011,1000,2,700,,,700.0000000099999,699.9999999922585,700.0000000277413
CA,11000,406541,2,2011,2000,1,300,,,300.00000000500006,300.00000000000006,300.00000001000006
